"Scenario name","Filename we sent to server","Filename we got back","Server response code on upload","Filename comparison result"
"a sequence containing # at position 0","#filename.txt","","500","False"
"a sequence containing % at position 0","%filename.txt","","500","False"
"a sequence containing ? at position 0","?filename.txt","","500","False"
"a sequence containing [ at position 0","[filename.txt","","500","False"
"a sequence containing ] at position 0","]filename.txt","","500","False"
"a sequence containing { at position 0","{filename.txt","","500","False"
"a sequence containing } at position 0","}filename.txt","","500","False"
"a sequence containing ( at position 0","(filename.txt","","500","False"
"a sequence containing ) at position 0",")filename.txt","","500","False"
"a sequence containing < at position 0","<filename.txt","","500","False"
"a sequence containing > at position 0",">filename.txt","","500","False"
"a sequence containing | at position 0","|filename.txt","","500","False"
"a sequence containing ~ at position 0","~filename.txt","","500","False"
"a sequence containing ` at position 0","`filename.txt","","500","False"
"a sequence containing ! at position 0","!filename.txt","","500","False"
"a sequence containing @ at position 0","@filename.txt","","500","False"
"a sequence containing   at position 0"," filename.txt","","500","False"
"a sequence containing $ at position 0","$filename.txt","","500","False"
"a sequence containing ^ at position 0","^filename.txt","","500","False"
"a sequence containing & at position 0","&filename.txt","","500","False"
"a sequence containing * at position 0","*filename.txt","","500","False"
"a sequence containing + at position 0","+filename.txt","","500","False"
"a sequence containing = at position 0","=filename.txt","","500","False"
"a sequence containing , at position 0",",filename.txt","","500","False"
"a sequence containing ; at position 0",";filename.txt","","500","False"
"a sequence containing : at position 0",":filename.txt","","500","False"
"a sequence containing       at position 0","     filename.txt","","500","False"
"a sequence containing . at position 0",".filename.txt","","500","False"
"a sequence containing - at position 0","-filename.txt","","500","False"
"a sequence containing _ at position 0","_filename.txt","","500","False"
"a sequence containing ' at position 0","'filename.txt","","500","False"
"a sequence containing "" at position 0","""filename.txt","","500","False"
"a sequence containing / at position 0","/filename.txt","","400","False"
"a sequence containing \ at position 0","\filename.txt","","500","False"
"a sequence containing  at position 0","filename.txt","","500","False"
"a sequence containing 	 at position 0","	filename.txt","","500","False"
"a sequence containing 
 at position 0","
filename.txt","","500","False"
"a sequence containing 
 at position 0","
filename.txt","","500","False"
"a sequence containing 
 at position 0","
filename.txt","","500","False"
"a sequence containing # at position 1","file#name.txt","","500","False"
"a sequence containing % at position 1","file%name.txt","","500","False"
"a sequence containing ? at position 1","file?name.txt","","500","False"
"a sequence containing [ at position 1","file[name.txt","","500","False"
"a sequence containing ] at position 1","file]name.txt","","500","False"
"a sequence containing { at position 1","file{name.txt","","500","False"
"a sequence containing } at position 1","file}name.txt","","500","False"
"a sequence containing ( at position 1","file(name.txt","","500","False"
"a sequence containing ) at position 1","file)name.txt","","500","False"
"a sequence containing < at position 1","file<name.txt","","500","False"
"a sequence containing > at position 1","file>name.txt","","500","False"
"a sequence containing | at position 1","file|name.txt","","500","False"
"a sequence containing ~ at position 1","file~name.txt","","500","False"
"a sequence containing ` at position 1","file`name.txt","","500","False"
"a sequence containing ! at position 1","file!name.txt","","500","False"
"a sequence containing @ at position 1","file@name.txt","","500","False"
"a sequence containing   at position 1","file name.txt","","500","False"
"a sequence containing $ at position 1","file$name.txt","","500","False"
"a sequence containing ^ at position 1","file^name.txt","","500","False"
"a sequence containing & at position 1","file&name.txt","","500","False"
"a sequence containing * at position 1","file*name.txt","","500","False"
"a sequence containing + at position 1","file+name.txt","","500","False"
"a sequence containing = at position 1","file=name.txt","","500","False"
"a sequence containing , at position 1","file,name.txt","","500","False"
"a sequence containing ; at position 1","file;name.txt","","500","False"
"a sequence containing : at position 1","file:name.txt","","500","False"
"a sequence containing       at position 1","file     name.txt","","500","False"
"a sequence containing . at position 1","file.name.txt","","500","False"
"a sequence containing - at position 1","file-name.txt","","500","False"
"a sequence containing _ at position 1","file_name.txt","","500","False"
"a sequence containing ' at position 1","file'name.txt","","500","False"
"a sequence containing "" at position 1","file""name.txt","","500","False"
"a sequence containing / at position 1","file/name.txt","","500","False"
"a sequence containing \ at position 1","file\name.txt","","500","False"
"a sequence containing  at position 1","filename.txt","","500","False"
"a sequence containing 	 at position 1","file	name.txt","","500","False"
"a sequence containing 
 at position 1","file
name.txt","","500","False"
"a sequence containing 
 at position 1","file
name.txt","","500","False"
"a sequence containing 
 at position 1","file
name.txt","","500","False"
"a sequence containing # at position -1","filename.txt#","","500","False"
"a sequence containing % at position -1","filename.txt%","","500","False"
"a sequence containing ? at position -1","filename.txt?","","500","False"
"a sequence containing [ at position -1","filename.txt[","","500","False"
"a sequence containing ] at position -1","filename.txt]","","500","False"
"a sequence containing { at position -1","filename.txt{","","500","False"
"a sequence containing } at position -1","filename.txt}","","500","False"
"a sequence containing ( at position -1","filename.txt(","","500","False"
"a sequence containing ) at position -1","filename.txt)","","500","False"
"a sequence containing < at position -1","filename.txt<","","500","False"
"a sequence containing > at position -1","filename.txt>","","500","False"
"a sequence containing | at position -1","filename.txt|","","500","False"
"a sequence containing ~ at position -1","filename.txt~","","500","False"
"a sequence containing ` at position -1","filename.txt`","","500","False"
"a sequence containing ! at position -1","filename.txt!","","500","False"
"a sequence containing @ at position -1","filename.txt@","","500","False"
"a sequence containing   at position -1","filename.txt ","","500","False"
"a sequence containing $ at position -1","filename.txt$","","500","False"
"a sequence containing ^ at position -1","filename.txt^","","500","False"
"a sequence containing & at position -1","filename.txt&","","500","False"
"a sequence containing * at position -1","filename.txt*","","500","False"
"a sequence containing + at position -1","filename.txt+","","500","False"
"a sequence containing = at position -1","filename.txt=","","500","False"
"a sequence containing , at position -1","filename.txt,","","500","False"
"a sequence containing ; at position -1","filename.txt;","","500","False"
"a sequence containing : at position -1","filename.txt:","","500","False"
"a sequence containing       at position -1","filename.txt     ","","500","False"
"a sequence containing . at position -1","filename.txt.","","500","False"
"a sequence containing - at position -1","filename.txt-","","500","False"
"a sequence containing _ at position -1","filename.txt_","","500","False"
"a sequence containing ' at position -1","filename.txt'","","500","False"
"a sequence containing "" at position -1","filename.txt""","","500","False"
"a sequence containing / at position -1","filename.txt/","","500","False"
"a sequence containing \ at position -1","filename.txt\","","500","False"
"a sequence containing  at position -1","filename.txt","","500","False"
"a sequence containing 	 at position -1","filename.txt	","","500","False"
"a sequence containing 
 at position -1","filename.txt
","","500","False"
"a sequence containing 
 at position -1","filename.txt
","","500","False"
"a sequence containing 
 at position -1","filename.txt
","","500","False"
"Create a folder, then a file with same name (folder)","folderthenfile","<ClientResponse(http://localhost:7777/v1/resources/h6kf7/providers/dataverse/?kind=folder&name=folderthenfile) [500 Internal Server Error]>
<CIMultiDictProxy('CONTENT-LENGTH': '49', 'SERVER': 'TornadoServer/4.3', 'CONTENT-TYPE': 'application/json; charset=UTF-8', 'DATE': 'Wed, 10 May 2017 20:16:44 GMT')>
","500",""
"Create a folder, then a file with same name (file)","folderthenfile","","500","False"
"Create a file, then a folder with same name (file)","filethenfolder","","500","False"
"Create a file, then a folder with same name (folder)","filethenfolder","<ClientResponse(http://localhost:7777/v1/resources/h6kf7/providers/dataverse/?kind=folder&name=filethenfolder) [500 Internal Server Error]>
<CIMultiDictProxy('CONTENT-LENGTH': '49', 'SERVER': 'TornadoServer/4.3', 'CONTENT-TYPE': 'application/json; charset=UTF-8', 'DATE': 'Wed, 10 May 2017 20:16:46 GMT')>
","500",""
