"Scenario name","Filename we sent to server","Filename we got back","Server response code on upload","Filename comparison result"
"a sequence containing } at position 0","}filename.txt","","200","False"
"a sequence containing ( at position 0","(filename.txt","","200","False"
"a sequence containing ) at position 0",")filename.txt","","200","False"
"a sequence containing < at position 0","<filename.txt","","200","False"
"a sequence containing > at position 0",">filename.txt","","200","False"
"a sequence containing | at position 0","|filename.txt","","200","False"
"a sequence containing ~ at position 0","~filename.txt","","403","False"
"a sequence containing ` at position 0","`filename.txt","","200","False"
"a sequence containing ! at position 0","!filename.txt","","200","False"
"a sequence containing @ at position 0","@filename.txt","","200","False"
"a sequence containing   at position 0"," filename.txt","","200","False"
"a sequence containing $ at position 0","$filename.txt","","200","False"
"a sequence containing ^ at position 0","^filename.txt","","200","False"
"a sequence containing & at position 0","&filename.txt","","200","False"
"a sequence containing * at position 0","*filename.txt","","200","False"
"a sequence containing + at position 0","+filename.txt","","200","False"
"a sequence containing = at position 0","=filename.txt","","200","False"
"a sequence containing , at position 0",",filename.txt","","200","False"
"a sequence containing ; at position 0",";filename.txt","","200","False"
"a sequence containing : at position 0",":filename.txt","","200","False"
"a sequence containing       at position 0","     filename.txt","","200","False"
"a sequence containing . at position 0",".filename.txt","","200","False"
"a sequence containing - at position 0","-filename.txt","","200","False"
"a sequence containing _ at position 0","_filename.txt","","200","False"
"a sequence containing ' at position 0","'filename.txt","","200","False"
"a sequence containing "" at position 0","""filename.txt","","200","False"
"a sequence containing / at position 0","/filename.txt","","200","False"
"a sequence containing \ at position 0","\filename.txt","","200","False"
"a sequence containing  at position 0","filename.txt","","200","False"
"a sequence containing 	 at position 0","	filename.txt","","200","False"
"a sequence containing 
 at position 0","
filename.txt","","200","False"
"a sequence containing 
 at position 0","
filename.txt","","200","False"
"a sequence containing 
 at position 0","
filename.txt","","200","False"
"a sequence containing # at position 1","file#name.txt","","200","False"
"a sequence containing % at position 1","file%name.txt","","200","False"
"a sequence containing ? at position 1","file?name.txt","","200","False"
"a sequence containing [ at position 1","file[name.txt","","200","False"
"a sequence containing ] at position 1","file]name.txt","","200","False"
"a sequence containing { at position 1","file{name.txt","","200","False"
"a sequence containing } at position 1","file}name.txt","","200","False"
"a sequence containing ( at position 1","file(name.txt","","200","False"
"a sequence containing ) at position 1","file)name.txt","","200","False"
"a sequence containing < at position 1","file<name.txt","","200","False"
"a sequence containing > at position 1","file>name.txt","","200","False"
"a sequence containing | at position 1","file|name.txt","","200","False"
"a sequence containing ~ at position 1","file~name.txt","","403","False"
"a sequence containing ` at position 1","file`name.txt","","200","False"
"a sequence containing ! at position 1","file!name.txt","","200","False"
"a sequence containing @ at position 1","file@name.txt","","200","False"
"a sequence containing   at position 1","file name.txt","","200","False"
"a sequence containing $ at position 1","file$name.txt","","200","False"
"a sequence containing ^ at position 1","file^name.txt","","200","False"
"a sequence containing & at position 1","file&name.txt","","200","False"
"a sequence containing * at position 1","file*name.txt","","200","False"
"a sequence containing + at position 1","file+name.txt","","200","False"
"a sequence containing = at position 1","file=name.txt","","200","False"
"a sequence containing , at position 1","file,name.txt","","200","False"
"a sequence containing ; at position 1","file;name.txt","","200","False"
"a sequence containing : at position 1","file:name.txt","","200","False"
"a sequence containing       at position 1","file     name.txt","","200","False"
"a sequence containing . at position 1","file.name.txt","","200","False"
"a sequence containing - at position 1","file-name.txt","","200","False"
"a sequence containing _ at position 1","file_name.txt","","200","False"
"a sequence containing ' at position 1","file'name.txt","","200","False"
"a sequence containing "" at position 1","file""name.txt","","200","False"
"a sequence containing / at position 1","file/name.txt","","200","False"
"a sequence containing \ at position 1","file\name.txt","","200","False"
"a sequence containing  at position 1","filename.txt","","200","False"
"a sequence containing 	 at position 1","file	name.txt","","200","False"
"a sequence containing 
 at position 1","file
name.txt","","200","False"
"a sequence containing 
 at position 1","file
name.txt","","200","False"
"a sequence containing 
 at position 1","file
name.txt","","200","False"
"a sequence containing # at position -1","filename.txt#","","200","False"
"a sequence containing % at position -1","filename.txt%","","200","False"
"a sequence containing ? at position -1","filename.txt?","","200","False"
"a sequence containing [ at position -1","filename.txt[","","200","False"
"a sequence containing ] at position -1","filename.txt]","","200","False"
"a sequence containing { at position -1","filename.txt{","","200","False"
"a sequence containing } at position -1","filename.txt}","","200","False"
"a sequence containing ( at position -1","filename.txt(","","200","False"
"a sequence containing ) at position -1","filename.txt)","","200","False"
"a sequence containing < at position -1","filename.txt<","","200","False"
"a sequence containing > at position -1","filename.txt>","","200","False"
"a sequence containing | at position -1","filename.txt|","","200","False"
"a sequence containing ~ at position -1","filename.txt~","","403","False"
"a sequence containing ` at position -1","filename.txt`","","200","False"
"a sequence containing ! at position -1","filename.txt!","","200","False"
"a sequence containing @ at position -1","filename.txt@","","200","False"
"a sequence containing   at position -1","filename.txt ","","200","False"
"a sequence containing $ at position -1","filename.txt$","","200","False"
"a sequence containing ^ at position -1","filename.txt^","","200","False"
"a sequence containing & at position -1","filename.txt&","","200","False"
"a sequence containing * at position -1","filename.txt*","","200","False"
"a sequence containing + at position -1","filename.txt+","","200","False"
"a sequence containing = at position -1","filename.txt=","","200","False"
"a sequence containing , at position -1","filename.txt,","","200","False"
"a sequence containing ; at position -1","filename.txt;","","200","False"
"a sequence containing : at position -1","filename.txt:","","200","False"
"a sequence containing       at position -1","filename.txt     ","","200","False"
"a sequence containing . at position -1","filename.txt.","","200","False"
"a sequence containing - at position -1","filename.txt-","","200","False"
"a sequence containing _ at position -1","filename.txt_","","200","False"
"a sequence containing ' at position -1","filename.txt'","","200","False"
"a sequence containing "" at position -1","filename.txt""","","200","False"
"a sequence containing / at position -1","filename.txt/","","200","False"
"a sequence containing \ at position -1","filename.txt\","","200","False"
"a sequence containing  at position -1","filename.txt","","200","False"
"a sequence containing 	 at position -1","filename.txt	","","200","False"
"a sequence containing 
 at position -1","filename.txt
","","200","False"
"a sequence containing 
 at position -1","filename.txt
","","200","False"
"a sequence containing 
 at position -1","filename.txt
","","200","False"
"Create a folder, then a file with same name (folder)","folderthenfile","folderthenfile","200",""
"Create a folder, then a file with same name (file)","folderthenfile","","200","False"
"Create a file, then a folder with same name (file)","filethenfolder","","200","False"
"Create a file, then a folder with same name (folder)","filethenfolder","filethenfolder","200",""
